Word,meanings,image_file_path,image_url
dank,"damp
2. Somewhat or slightly wet: As Gwen's forehead was
damp
damp
dank",,
dapper,,,
dastard,"bastard
bastard
bastardly
dastard
dastardly
dastardly
dastardly
dastardly
dastardly
illegitimacy
Dastard
Dastardly
Bryan A. Garner in his
Garner's Modern American Usage
Oxford University Press; New York; 2009; page 224.",,
haun,,,
dawdlcr,,,
dcbauch,,,
debilitate,"debilitated
debilitate
debilitat
debilitare
debilitas
so you can see more of Mickey Bach's cartoons.",images\debilitate_1344_0.jpg,http://www.wordinfo.info/words/images/debilitate-1.jpg
debonalr,,,
decadence,decadence,,
decant,,,
decimate,"decimated

decimate
decimate
3. To severely damage or to destroy a large part of something: Throughout history, many people have been
decimated",images\decimate_1348_0.jpg,http://www.wordinfo.info/words/images/decimate-1.jpg
defalcate,"defalcating
so you can see more of Mickey Bach's cartoons.",images\defalcate_1349_0.jpg,http://www.wordinfo.info/words/images/defalcate-1.jpg
deferential,"deferential
deferential",,
defray,,,
defunct,"defunct
2. Regarding something that is not in business or service any more; inoperative: The
defunct
so you can see more of Mickey Bach's cartoons.",images\defunct_1352_0.jpg,http://www.wordinfo.info/words/images/defunct-1.jpg
deify,"2. To honor or adore someone or something as if he, she, or it were divine.",,
deign,"Dane
deign",,
delineate,"delineate
2. To define or to determine the precise position of something: The two children decided to
delineate

so you can see more of Mickey Bach's cartoons.","images\delineate_1355_0.jpg,images\delineate_1355_1.jpg","http://www.wordinfo.info/words/images/delineate-1.jpg,http://www.wordinfo.info/words/images/delineate-3.jpg"
delusion,"delusion
2. A mental disorder; a false belief strongly held in spite of invalidating evidence; especially, as a mental disorder: Mack had
delusions

delusions
delusion
delusion
delusion
delusion
delusion


for a list of additional Mickey Bach illustrations.","images\delusion_1356_0.jpg,images\delusion_1356_1.jpg,images\delusion_1356_2.jpg","http://www.wordinfo.info/words/images/delusion-1.jpg,http://www.wordinfo.info/words/images/delusion-2.jpg,http://www.wordinfo.info/words/images/delusion-3.jpg"
demeanou,,,
denigrate,,,
deposition,"deposition
2. A process in which layers of a substance have formed gradually over a period of time; especially, matter by a natural process: The cut in the road revealed several
depositions
3. Something that has been placed in a safe, secure place; such as, in a safe or in a bank: Helena made sure that the
deposition
4. In law, a testimony under oath; especially, a statement by a witness that is written down or recorded for use in a court of law at some later date: The lawyer, Mr. Clint, met with Steven, his client, in the hospital in order to take his
deposition",,
deprave,"depraving
2. To change for the worse; especially, morally; to corrupt or to pervert: Some talk-show hosts don't seem to realize how they have
depraved",,
deprecate,"deprecates
deprecated
deprecate
deprecate
de-
precari
pray
prayer",images\deprecate_1361_0.jpg,http://www.wordinfo.info/words/images/deprecate-1.jpg
depredation,2. Damage or loss; a ravaging.,,
deride,"deriding
2. To say that someone or something is of no value or is ridiculous: A newspaper critic
derided


for a list of additional Mickey Bach illustrations.","images\deride_1363_0.jpg,images\deride_1363_1.jpg,images\deride_1363_2.jpg","http://www.wordinfo.info/words/images/deride-1.jpg,http://www.wordinfo.info/words/images/deride-2.jpg,http://www.wordinfo.info/words/images/deride-3.jpg"
derision,"derision
derision
so you can see more of Mickey Bach's cartoons.",images\derision_1364_0.jpg,http://www.wordinfo.info/words/images/derisive-4.jpg
descry,"descry
descry
descry",images\descry_1365_0.jpg,http://www.wordinfo.info/words/images/descry-1.jpg
desecrate,"desecrating
2. To damage something that is held dear or which is revered: People were warned not to
desecrate
3. To treat something that has special religious respect to a profane (disrespectful) use or purpose: A homeless street person went into the church, which was open for those who wanted to come in and pray, and
desecrated
so you can see more of Mickey Bach's cartoons.",images\desecrate_1366_0.jpg,http://www.wordinfo.info/words/images/desecrate-1.jpg
desperado,"2. A bold or desperate outlaw; especially, of the earlier American frontier.
3. Etymology: from ""a person in despair"", a mock-Spanish version of
desperate
desperatus",,
despondency,"despondency
2. Etymology: from Latin
de-
spondere
so you can see more of Mickey Bach's cartoons.",images\despondency_1368_0.jpg,http://www.wordinfo.info/words/images/despondency-1.jpg
deluge,"deluge
2. A vast quantity or an overwhelming amount of objects in excess; such as, if by a great flood of articles: Jack received a
deluge
deluge
deluges
4. A great quantity of something, inundated; submerged: The
deluge
5. Etymology: from Old French
deluge
deluve
diluvium
diluere
dis-
-luere
lavere
so you can see more of Mickey Bach's cartoons.",images\deluge_1369_0.jpg,http://www.wordinfo.info/words/images/deluge-1.jpg
desultory,"desultory
2. Relating to a random, disorganized, or unmethodical way of doing something: Hans, the candidate, had a
desultory
desultory
desultory
desultory
desultory

so you can see more of Mickey Bach's cartoons.","images\desultory_1370_0.jpg,images\desultory_1370_1.jpg","http://www.wordinfo.info/words/images/desultory-1.jpg,http://www.wordinfo.info/words/images/desultory-2.jpg"
detention,,,
devolve,"2. To become the duty or responsibility of another person.
3. To deteriorate slowly over time; to degenerate, or to deteriorate, gradually.
4. To be given to someone under the terms of a will or other legal instruction.
5. Etymology: from Latin
devolvere
de-
volvere",,
diacritic,,,
diaphanous,"diaphanous
so you can see more of Mickey Bach's cartoons.",images\diaphanous_1374_0.jpg,http://www.wordinfo.info/words/images/diaphanous-1.jpg
diatribe,"diatribe
diatribes
diatribe,
diatribein,
dia-,
tribein,

so you can see more of Mickey Bach's cartoons.","images\diatribe_1375_0.jpg,images\diatribe_1375_1.jpg","http://www.wordinfo.info/words/images/diatribe-1.jpg,http://www.wordinfo.info/words/images/diatribe-2.jpg"
dichotomy,"dichotomy
dichotomy
so you can see more of Mickey Bach's cartoons.",images\dichotomy_1376_0.jpg,http://www.wordinfo.info/words/images/dichotomy-1.jpg
diligent,"diligent
diligent
for a list of additional Mickey Bach illustrations.",images\diligent_1377_0.jpg,http://www.wordinfo.info/words/images/diligent-1.jpg
dirge,"dirge
2. A dismal song or melody: Jenny wanted to compose a
dirge",,
disconcert,"discomfit
discomfort
disconcert
2. To upset the composure or self-possession of; to embarrass; to confuse: The realization that Greta's slip was showing served to
disconcert","images\disconcert_1379_0.jpg,images\disconcert_1379_1.jpg,images\disconcert_1379_2.jpg","http://www.wordinfo.info/words/images/disconcert-1.jpg,http://www.wordinfo.info/words/images/disconcert-2.jpg,http://www.wordinfo.info/words/images/disconcert-3.jpg"
disconsolate,"disconsolate


so you can see more of Mickey Bach's cartoons.","images\disconsolate_1380_0.jpg,images\disconsolate_1380_1.jpg,images\disconsolate_1380_2.jpg","http://www.wordinfo.info/words/images/disconsolate-1.jpg,http://www.wordinfo.info/words/images/disconsolate-2.jpg,http://www.wordinfo.info/words/images/disconsolate-3.jpg"
discursive,"discursive
so you can see more of Mickey Bach's cartoons.",images\discursive_1381_0.jpg,http://www.wordinfo.info/words/images/discursive-1.jpg
disenchanted,"2. To free someone from a belief: ""Joe was disenchanted from the magic spell when he realized how it was a trick and not a real situation.""
3. To rid of, or to free from, enchantment, illusion, credulity, etc.
4. Etymology: from about 1586, from Middle French (language as written and spoken about 1400 to 1600)
desenchanter
des-
enchanter
enchanten
enchanter
incantre
en-, in-
cantre",,
disencumber,,,
disgorge,,,
dishevel,,,
disingenuous,"disingenuous
2. Pertaining to giving a false appearance of being explicit and unambiguous: Janes boyfriend had evidently put on a
disingenuous
3. Descriptive of pretending to be unaware of something or trying to give the impression of being innocent regarding what has happened: When Sallys mother asked her if she had broken the cup, she gave a
disingenuous
so you can see more of Mickey Bach's cartoons.",images\disingenuous_1386_0.jpg,http://www.wordinfo.info/words/images/disingenuous-2.jpg
disparage,"disparaged
2. To talk about anyone or anything in a disrespectful way; to belittle or ""to put down"": Sally's administrator was
disparaging

so you can see more of Mickey Bach's cartoons.","images\disparage_1387_0.jpg,images\disparage_1387_1.jpg","http://www.wordinfo.info/words/images/disparage-1.jpg,http://www.wordinfo.info/words/images/disparage-2.jpg"
disport,"disport
2. To play in a carefree fashion or to amuse oneself in a lighthearted manner: Little Jimmy was
disporting
3. Etymology: from Anglo-French
disporter
desporter
des-
porter
portare
so you can see more of Mickey Bach's cartoons.",images\disport_1388_0.jpg,http://www.wordinfo.info/words/images/disport-1.jpg
disquict,,,
disquisiton,,,
disseminate,"disseminate
2. To become widespread: The values of human rights have
disseminated
disseminated


so you can see more of Mickey Bach's cartoons.","images\disseminate_1391_0.jpg,images\disseminate_1391_1.jpg,images\disseminate_1391_2.jpg","http://www.wordinfo.info/words/images/disseminate-1.jpg,http://www.wordinfo.info/words/images/disseminate-2.jpg,http://www.wordinfo.info/words/images/disseminate-3.jpg"
distend,"2. To expand or cause to swell, as by pressure from within; to make or become swollen.",,
divestiture,"2. A complete asset or investment disposal; such as, an outright sale or converting assets into cash.",,
doggerel,"doggerel
so you can see more of Mickey Bach's cartoons.",images\doggerel_1394_0.jpg,http://www.wordinfo.info/words/images/doggerel-1.jpg
dolorous,"dolorous
2. Relating to, marked by, or expressive of misery or grief: Edna felt so sad after the death of her husband that she only had
dolorous
dolorous

so you can see more of Mickey Bach's cartoons.","images\dolorous_1395_0.jpg,images\dolorous_1395_1.jpg","http://www.wordinfo.info/words/images/dolorous-1.jpg,http://www.wordinfo.info/words/images/dolorous-2.jpg"
droll,,,
dulcet,,,
duress,"duress

so you can see more of Mickey Bach's cartoons.","images\duress_1398_0.jpg,images\duress_1398_1.jpg","http://www.wordinfo.info/words/images/duress-1.jpg,http://www.wordinfo.info/words/images/duress-2.jpg"
ebullience,"2. High spirits; exhilaration; exuberance.
3. A boiling over; an overflow.",,
ebullient,"ebullient
2. Descriptive of a person or an animal that overflows with enthusiasm, high spirits, etc.; zestful exuberance: Becky was such an
ebullient
3. Etymology: from Latin
ebullire
e-
bullire
so you can see more of Mickey Bach's cartoons.",images\ebullient_1400_0.jpg,http://www.wordinfo.info/words/images/ebullient-1.jpg
eclat,,,
efface,"efface
efface
efface


so you can see more of Mickey Bach's cartoons.","images\efface_1402_0.jpg,images\efface_1402_1.jpg,images\efface_1402_2.jpg","http://www.wordinfo.info/words/images/efface-1.jpg,http://www.wordinfo.info/words/images/efface-2.jpg,http://www.wordinfo.info/words/images/efface-3.jpg"
effeminate,"2. Used as a reference to being feminine; characteristic of women.
3. To make womanish or unmanly.",,
effervesce,"2. To give off bubbles of gas; especially, as the result of chemical action; to bubble.
3. Of the gas itself; to issue forth in bubbles.
4. To stir up, to excite, to exhilarate.",,
effete,"effete
2. Concerning an individual who is exhausted of vigor or energy; worn out: After teaching teenagers for 40 years Mr. Hathaway was
effete
3. Pertaining to a living being that is unable to produce; sterile: Jim's old feeble cat was
effete
4. Marked by excessive self-indulgence and moral decay: Greg lived a decadent and
effete
5. Etymology: From Latin
effetus
effeta
ex-
fetus",,
effrontery,"affrontery
Effrontery
effrontery

so you can see more of Mickey Bach's cartoons.","images\effrontery_1406_0.jpg,images\effrontery_1406_1.jpg","http://www.wordinfo.info/words/images/effrontery-1.jpg,http://www.wordinfo.info/words/images/effrontery-2.jpg"
effusion,"effusion
2. In medicine, an escape of fluid into a body cavity: The surgeon installed a thin tube into the incision of the abdomen of the patient which would control the
effusion
3. An instance of unrestrained speech or writing: Although initially very controlled, the convocation speaker eventually spoke with great
effusion",,
egalitarian,,,
egregious,"egregious
2. Extraordinary in some bad way; glaring; flagrant: Ron made an
egregious
egregious
3. Etymology: from Latin
egregius
ex grege
ex-
grege
grex


for a list of additional Mickey Bach illustrations.","images\egregious_1409_0.jpg,images\egregious_1409_1.jpg,images\egregious_1409_2.jpg","http://www.wordinfo.info/words/images/egregious-2.jpg,http://www.wordinfo.info/words/images/egregious-3.jpg,http://www.wordinfo.info/words/images/egregious-5.jpg"
elision,,,
elucidate,"elucidate
elucidate
elucidate

for a list of additional Mickey Bach illustrations.","images\elucidate_1411_0.jpg,images\elucidate_1411_1.jpg","http://www.wordinfo.info/words/images/elucidate-1.jpg,http://www.wordinfo.info/words/images/elucidate-2.jpg"
emancipate,"emancipate
2. In law, to sever the legal authority over ones own offspring: Mildred was quite smart and received her high school diploma while she was just 15, enabling her to start her university education in another city and being independent; therefore, being
emancipated
3. The age at which a person is granted by law the rights and responsibilities of an adult: In some places, the legal code states that minors, starting at 16, are allowed to smoke cigarettes, even though their parents dont smoke themselves and are of a completely different opinion.
4. Etymology: from Latin
ex-
mancipare
mancipum
manus
capere
emancipare
ex-
mancipium
patria potestas
Dictionary of Word Origins
by John Ayto; Arcade Publishing, New York, 1990.",,
emasculate,"2. To make unmanly, deprive of vigor; to make weak, effeminate.
3. To have one's manhood taken away.
4. To make effeminate and cowardly; to enfeeble, impoverish; such as, language.",,
embargo,,,
emollent,,,
empathy,"empathy
2. Etymology: from Greek
empátheia
em-
páthos
Empathy
empátheia
em-
páthos

The Barnhart Dictionary of Etymology
so you can see more of Mickey Bach's cartoons.",images\empathy_1416_0.jpg,http://www.wordinfo.info/words/images/empathy-1.jpg
empirical,,,
encominn,,,
endemic,"2. Characteristic of a particular place or among a particular group or area of interest or activity. Literally, ""in the people"".
3. In ecology, of or relating to a native species or population occurring under highly restricted conditions as a result of the presence of a unique environment factor that limits its distribution.",,
enervate,"enervated
2. To deprive of strength; to debilitate: Being in the hospital for three weeks following her surgery
enervated
enervate
energize
enervate
energos
nervus
enervate
out of muscle
so you can see more of Mickey Bach's cartoons.","images\enervate_1420_0.jpg,images\enervate_1420_0.jpg","http://www.wordinfo.info/words/images/enervate-1.jpg,http://www.wordinfo.info/words/images/enervate-1.jpg"
enfeeble,,,
enigma,"enigma
2. A perplexing, obscure, mysterious, or unintelligible speech or behavior: Just why the governor suddenly switched political parties remains an
enigma
3. Anything that cannot be comprehended or determined: The veterinarian was finally able to solve the
enigma
enigma
aenigma
aninigma, ainigmatos
ainissesthai
so you can see more of Mickey Bach's cartoons.",images\enigma_1422_0.jpg,http://www.wordinfo.info/words/images/enigma-1.jpg
entourage,,,
epicurean,,,
epigram,"epigram
2. A short poem, often expressing a single idea, that is usually satirical and has a witty ending or an ingenious turn of thought: Another example of an
epigram
epigram
so you can see more of Mickey Bach's cartoons.
epigrams",images\epigram_1425_0.jpg,http://www.wordinfo.info/words/images/epigram-1.jpg
epistle,"2. A composition in the form of a written letter.
3. Etymology: from Middle English, ""letter""; from Anglo-French, from Latin
epistula, epistola
epistol?
epistellein
epi-
stellein",,
cquanimity,,,
equcstrian,,,
cquipoisc,,,
equitable,"equable
equitable",,
equivocal,"equivocal
2. Open to more than one interpretation; especially, when something is being deliberately expressed in a confusing way in an attempt to fool someone: The politician made an
equivocal
3. Difficult to interpret, to understand, or to respond to: Anita's position on the issue presented by her supervisor is
equivocal
4. Arousing doubts and suspicions; especially, about someone's honesty or sincerity: The new employee has served in prison and so his new supervisor has
equivocal
so you can see more of Mickey Bach's cartoons.",images\equivocal_1431_0.jpg,http://www.wordinfo.info/words/images/equivocal-1.jpg
equivocate,"equivocating
2. To speak vaguely; especially, in order to avoid a commitment or to fool other people: The judge warned the witness at the beginning of her testimony not to
equivocate
so you can see more of Mickey Bach's cartoons.",images\equivocate_1432_0.jpg,http://www.wordinfo.info/words/images/equivocate-1.jpg
erronuous,,,
eschew,"chew
2. To meditate on; to ponder or to think about: Daryl had to
chew
eschew","images\eschew_1434_0.jpg,images\eschew_1434_1.jpg,images\eschew_1434_2.jpg","http://www.wordinfo.info/words/images/eschew-1.jpg,http://www.wordinfo.info/words/images/eschew-2.jpg,http://www.wordinfo.info/words/images/eschew-3.jpg"
esoteric,"esoteric
2. Relating to that which is known by a restricted number of women and men: The information was intended for a select
esoteric
3. Pertaining to something secret or which is highly confidential and not available to the public: The results of the financial processes at Henry's company were very
esoteric
4. A reference to something that is hard to understand: The teacher presented some
esoteric

so you can see more of Mickey Bach's cartoons.","images\esoteric_1435_0.jpg,images\esoteric_1435_1.jpg","http://www.wordinfo.info/words/images/esoteric-1.jpg,http://www.wordinfo.info/words/images/esoteric-2.jpg"
estrange,,,
ethos,,,
euphemism,"cacophemism
dysphemism
2. Disordered phonation (producing vocal sounds), articulation, or hearing resulting from emotional or mental deficits: Seth's stuttering was an example of
dysphemism
euphemism","images\euphemism_1438_0.jpg,images\euphemism_1438_1.jpg,images\euphemism_1438_2.jpg","http://www.wordinfo.info/words/images/euphemism-1.jpg,http://www.wordinfo.info/words/images/euphemism-2.jpg,http://www.wordinfo.info/words/images/euphemism-3.jpg"
evince,"2. To indicate something by action or by implication.
3. Etymology: from French
evincer
evincere
ex-
vincere",,
exacerbate,"exacerbates
2. To increase the sharp stinging pain or bitterness of; to aggravate or to make a disease, pain, annoyance, etc. worse: When Steven was bitten by a mosquito, he scratched his skin at that spot and doing this
exacerbated



so you can see more of Mickey Bach's cartoons.","images\exacerbate_1440_0.jpg,images\exacerbate_1440_1.jpg,images\exacerbate_1440_2.jpg,images\exacerbate_1440_3.jpg","http://www.wordinfo.info/words/images/exacerbate-1.jpg,http://www.wordinfo.info/words/images/exacerbate-2.jpg,http://www.wordinfo.info/words/images/exacerbate-3.jpg,http://www.wordinfo.info/words/images/exacerbate-4.jpg"
exacting,"exacting

so you can see more of Mickey Bach's cartoons.","images\exacting_1441_0.jpg,images\exacting_1441_1.jpg","http://www.wordinfo.info/words/images/exacting-1.jpg,http://www.wordinfo.info/words/images/exacting-2.jpg"
exactitude,exactitude,,
exalt,"2. To highly praise someone or something: ""The teacher's scholastic evaluations have exalted Clifton's learning skills to such a degree that he can be assured of getting a scholarship for his advanced studies in a university.""",,
excision,"excision
excision
2. A surgical act or procedure to remove something that may cause illness or harm in a patient: The careful
excision
3. Excommunication or banishment from a church congregation or refusing an individual the right to participate in the religious activities of a specific church: When a young man was arrested for a series of robberies and the pastor was informed of his multiple misdeeds, there was an
excision",,
excruciating,2. To inflict severe mental and emotional distress on someone.,images\excruciating_1445_0.jpg,http://www.wordinfo.info/words/images/excruciating-1.jpg
exegesis,,,
exemplary,"exemplary
2. Descriptive of something that deserves to be copied and admired: Michael was congratulated by his professor for his
exemplary

exemplary
exemplary
for a list of additional Mickey Bach illustrations.","images\exemplary_1447_0.jpg,images\exemplary_1447_1.jpg","http://www.wordinfo.info/words/images/exemplary.jpg,http://www.wordinfo.info/words/images/exemplary-3.jpg"
exhort,"exhorting
exhorts
so you can see more of Mickey Bach's cartoons.",images\exhort_1448_0.jpg,http://www.wordinfo.info/words/images/exhort-1.jpg
exiguous,"exiguous
so you can see more of Mickey Bach's cartoons.",images\exiguous_1449_0.jpg,http://www.wordinfo.info/words/images/exiguous-1.jpg
exoneration,"2. The act of vindicating or defending against criticism, censure, etc.
3. The act of discharging, unburdening, or freeing morally from a charge or imputation.",,
exorcise,"exercise
2. To carry out an official function or duty: Gavin will
exercise
Exercise
exorcise
exorcise",,
cxpansivc,,,
expatlatc,,,
expiation,"expiation
2. The act of making amends or reparations for a wrongdoing: Because Tony drove his fathers car through muddy roads, an
expiation
so you can see more of Mickey Bach's cartoons.",images\expiation_1454_0.jpg,http://www.wordinfo.info/words/images/expiation-1.jpg
expostulate,"expostulated
so you can see more of Mickey Bach's cartoons.",images\expostulate_1455_0.jpg,http://www.wordinfo.info/words/images/expostulate-1.jpg
expurgate,"expurgated
2. Etymology: from Latin,
expurgat-
ex-
purgare

so you can see more of Mickey Bach's cartoons.","images\expurgate_1456_0.jpg,images\expurgate_1456_1.jpg","http://www.wordinfo.info/words/images/expurgate-1.jpg,http://www.wordinfo.info/words/images/expurgate-2.jpg"
extant,"extant
so you can see more of Mickey Bach's cartoons.",images\extant_1457_0.jpg,http://www.wordinfo.info/words/images/extant-1.jpg
extenuate,"extenuate
2. To cause something; such as, a fault, offense, etc. to be less significant: Henry was not fined by the police for speeding because he had to get to the hospital as quickly as possible; so, his action
extenuated
Extenuate
extenuat-
extenuare
ex-
tenuare
tenuis

so you can see more of Mickey Bach's cartoons.","images\extenuate_1458_0.jpg,images\extenuate_1458_1.jpg","http://www.wordinfo.info/words/images/extenuate-1.jpg,http://www.wordinfo.info/words/images/extenuate-2.jpg"
extirpate,"extirpate
2. Etymology: from Latin
extirparum
ex-
stirps
so you can see more of Mickey Bach's cartoons.",images\extirpate_1459_0.jpg,http://www.wordinfo.info/words/images/extirpate-1.jpg
extralegal,,,
axtraneous,,,
extricable,,,
axuberance,,,
acetious,,,
facile,"facile
2. Relating to something which indicates a lack of intelligence, thinking, or is without depth; superficial: Thomas came up with a
facile
3. Concerning a person who acts, speaks, or works with complete ease and in a natural and flowing way: Susi had great talent as a writer and she loved to compose her stories in a
facile
so you can see more of Mickey Bach's cartoons.",images\facile_1465_0.jpg,http://www.wordinfo.info/words/images/facile-1.jpg
accompli,"fait accompli
2. Etymology: from French,
fait
accompli
so you can see more of Mickey Bach's cartoons.",images\accompli_1466_0.jpg,http://www.wordinfo.info/words/images/fait-accompli-1.jpg
allov,,,
jatuous,,,
feckles,,,
ecund,,,
feint,"faint
faint
feint",,
ferret,"ferret
2. The name for a domesticated polecat, ""Mustela putorius"", common in the Old World; such as Europe: The family kept their pet
ferrets
ferret
ferret
Naturalis Historia
ferrets
ferret
ferret
Ferrets

Encyclopedia Britannica",images\ferret_1472_0.jpg,http://www.wordinfo.info/words/images/ferret-1.jpg
fervid,"fervid
2. Relating to something that is extremely hot; burning, glowing: The air conditioner was on the whole day in Elizabeth's house because of the
fervid
so you can see more of Mickey Bach's cartoons.",images\fervid_1473_0.jpg,http://www.wordinfo.info/words/images/fervid-1.jpg
enour,,,
fetid,"feted
fetid",,
fetter,"fetters
fetter
fetters",images\fetter_1476_0.jpg,http://www.wordinfo.info/words/images/fetter-1.jpg
filch,,,
filial,"2. Descriptive of a generation, or generations, who have descended from previous ones: ""Each of the children had the filial nose which was recognizable from generation to generation.""",,
firmament,"firmament
2. The apparent surface of the imaginary sphere on which celestial bodies appear to be projected: In the
firmament
3. The vault or expanse of the heavens; the sky: When the children were young, a California family often went to the desert to enjoy the
firmament
4. Etymology: from Latin
firmamentum
firmus
so you can see more of Mickey Bach's cartoons.",images\firmament_1479_0.jpg,http://www.wordinfo.info/words/images/firmament-1.jpg
fledged,,,
flinch,,,
flippancy,,,
flounder,,,
foible,"fable
2. A story or statement that is not true: Carmela combines fact and
fable
foible","images\foible_1484_0.jpg,images\foible_1484_1.jpg,images\foible_1484_2.jpg","http://www.wordinfo.info/words/images/foible-1.jpg,http://www.wordinfo.info/words/images/foible-2.jpg,http://www.wordinfo.info/words/images/foible-3.jpg"
toppisn,,,
forage,,,
ford,,,
forebode,"foreboded
2. To have a premonition of a future misfortune: The arguments between the captain of the ship and the crew
foreboded
3. To prophesy or to predict: If the fortune teller
foreboded
4. To give a warning that something dangerous is about to happen: The black clouds in the sky are
foreboding",,
forestall,"forestalled
forestall
forestalled
so you can see more of Mickey Bach's cartoons.",images\forestall_1489_0.jpg,http://www.wordinfo.info/words/images/forestall-1.jpg
toretoken,,,
torswear,,,
fortitude,"fortitude
fortitude
Fortitude
fortitude

so you can see more of Mickey Bach's cartoons.","images\fortitude_1492_0.jpg,images\fortitude_1492_1.jpg","http://www.wordinfo.info/words/images/fortitude-1.jpg,http://www.wordinfo.info/words/images/fortitude-2.jpg"
fortuitous,"fortuitous
2. Referring to something that happens unexpectedly with a lucky outcome: Glancing towards the gutter, Ethel noticed a ring glittering in the rain water; it was a
fortuitous


so you can see more of Mickey Bach's cartoons.","images\fortuitous_1493_0.jpg,images\fortuitous_1493_1.jpg,images\fortuitous_1493_2.jpg","http://www.wordinfo.info/words/images/fortuitous-1.jpg,http://www.wordinfo.info/words/images/fortuitous-2.jpg,http://www.wordinfo.info/words/images/fortuitous-3.jpg"
fragrant,fragrant,,
frenetic,"frenetic
phrenetic",,
fresco,"frescos
fresco",,
iritter,,,
irivolous,,,
fulsome,"fulsome
2. A reference to a large size or quantity; plentiful; generous or abundant: The farmers were happy to have a
fulsome
fulsome
fulsome
offensive to the senses or sensibility
so you can see more of Mickey Bach's cartoons.",images\fulsome_1499_0.jpg,http://www.wordinfo.info/words/images/fulsome-1.jpg
furore,"furore
2. An outburst of enthusiasm, or interest, followed with exaggerated zeal: The university students expressed great
furore
so you can see more of Mickey Bach's cartoons.",images\furore_1500_0.jpg,http://www.wordinfo.info/words/images/furore-1.jpg
furtive,"furtive
2. Descriptive of someone who is sly, shifty, or stealthy: The man's
furtive
furtive
furtive
3. Etymology: derived from the Latin
furtivus
furtum


so you can see more of Mickey Bach's cartoons.","images\furtive_1501_0.jpg,images\furtive_1501_1.jpg,images\furtive_1501_2.jpg","http://www.wordinfo.info/words/images/furtive-1.jpg,http://www.wordinfo.info/words/images/furtive-2.jpg,http://www.wordinfo.info/words/images/furtive-3.jpg"
fusillade,"fusillade
2. Many complaints, criticisms, comments, etc. coming quickly one after another: When the famous actress came out of court, there was a myriad of journalists and photographers who were all casting a
fusillade
so you can see more of Mickey Bach's cartoons.",images\fusillade_1502_0.jpg,http://www.wordinfo.info/words/images/fusillade-1.jpg
fusty,,,
gabble,,,
gaff,"gaff
gaff
gaffe
gaffe",,
gaffe,"gaff
gaff
gaffe
gaffe","images\gaffe_1506_0.jpg,images\gaffe_1506_1.jpg","http://www.wordinfo.info/words/images/gaffe-1.jpg,http://www.wordinfo.info/words/images/gaffe-2.jpg"
gainsay,,,
galore,"galore
galore
so you can see more of Mickey Bach's cartoons.",images\galore_1508_0.jpg,http://www.wordinfo.info/words/images/galore-1.jpg
gambit,"gambit
2. A stratagem, or ploy, especially one used at an initial stage: The football coach outlined a new
gambit
3. A remark intended to open a conversation: As his opening
gambit
gamut",,
garner,"garnered
2. To collect or to accumulate information or facts: The lawyer had to
garner
3. To gather items into storage or into a granary: The crop was
garnered
4. To assemble or to compile something: David likes to
garner
garnered
granarium


so you can see more of Mickey Bach's cartoons.","images\garner_1510_0.jpg,images\garner_1510_1.jpg,images\garner_1510_2.jpg","http://www.wordinfo.info/words/images/garner-1.jpg,http://www.wordinfo.info/words/images/garner-2.jpg,http://www.wordinfo.info/words/images/garner-3.jpg"
garrulity,"gurrulities
2. An excessive or pointless rambling: There are times when some politicians tend to express more
garrulities
garrulity",,
garrulous,"garrulous

garrulous
garrulous
3. Excessively or pointlessly ranting and often using meaningless, disconnected, and babbling statements; tiresomely speaking: The
garrulous
4. Etymology: from Latin
garrulus
garrire

so you can see more of Mickey Bach's cartoons.","images\garrulous_1512_0.jpg,images\garrulous_1512_1.jpg","http://www.wordinfo.info/words/images/garrulous-2.jpg,http://www.wordinfo.info/words/images/garrulous-3.jpg"
gastronomy,"gastronomy
2. The study of the relationship between food and other cultures: Since Susi always helped her father in the kitchen when he cooked, she thought that she would like to go to the academy in France to learn the art of their style of
gastronomy
so you can see more of Mickey Bach's cartoons.",images\gastronomy_1513_0.jpg,http://www.wordinfo.info/words/images/gastronomy-1.jpg
gazebo,,,
genealogy,"genealogy
so you can see more of Mickey Bach's cartoons.",images\genealogy_1515_0.jpg,http://www.wordinfo.info/words/images/genealogy-1.jpg
genesis,,,
genitor,,,
genuflect,3. To be servilely respectful or deferential; to grovel.,,
gibber,,,
gizmo,,,
glean,"glean
2. To learn, to discover, or to find out; usually little by little or slowly: As a freelance writer, Sharon is barely
gleaning
glean
glean
4. Etymology: from Old French
glener
glennare",,
glitch,"glitches
Glitches
glitch
glitch
glitch
so you can see more of Mickey Bach's cartoons.",images\glitch_1522_0.jpg,http://www.wordinfo.info/words/images/glitch-1.jpg
gloat,"gloating
2. To triumph, to relish, to revel in: When Sam won the tennis championship, he
gloated
so you can see more of Mickey Bach's cartoons.",images\gloat_1523_0.jpg,http://www.wordinfo.info/words/images/gloat-1.jpg
glut,"glut
glut
glut
glotten
gluttire
so you can see more of Mickey Bach's cartoons.",images\glut_1524_0.jpg,http://www.wordinfo.info/words/images/glut-1.jpg
glutino,,,
gnomc,,,
gnomic,,,
graffiti,"2. Etymology: This is the plural of Italian
graffito
graffito
graphein,
so you can see more of Mickey Bach's cartoons.",images\graffiti_1528_0.jpg,http://www.wordinfo.info/words/images/graffiti-1.jpg
